label,text
Fruit Borer,The crop is developing damaged young fruits The problem is becoming more noticeable.
Leaf Blight,The crop shows drying leaf tips The problem is becoming more noticeable.
Fruit Borer,The farmer noticed fruit pulp being eaten yesterday The affected fruit surface look unhealthy.
Downy Mildew,"After checking the field, I observed yellow patches on leaves Farmers are concerned about the crop condition."
Fungal Wilt,The crop condition includes one side of the plant wilting The affected roots are showing damage.
Powdery Mildew,Many plants in the field show white fungal coating The problem is becoming more noticeable.
Root Rot,Recently the plants developed plant wilting despite watering The symptoms are visible across several plants.
Aphid Infestation,The leaves or stems show soft bodied insects under leaves The symptoms are visible across several plants.
Aphid Infestation,The crop shows yellowing leaves Farmers are concerned about the crop condition.
Damping Off,The crop shows rotting seedling bases The symptoms are visible across several plants.
Aphid Infestation,The field currently has plants with sticky residue on stems The affected leaves are showing damage.
Fungal Wilt,The field currently has plants with plant becoming weak The problem is visible on the roots.
Fruit Borer,The plants are showing dark entry holes Farmers are concerned about the crop condition.
Sooty Mold,I noticed dark mold covering plant surfaces in the field The plant is losing vigor.
Fusarium Wilt,I can see slow decline of the plant on the crop The problem is becoming more noticeable.
Fruit Borer,The leaves or stems show damaged young fruits The problem is visible on the young fruits.
Thrips Infestation,A noticeable problem is scarring on young leaves The affected flowers are showing damage.
Rust,Recently the plants developed small orange fungal spots Farmers are concerned about the crop condition.
Stem Borer,The plants are showing frass coming from stem openings Farmers are concerned about the crop condition.
Fungal Wilt,The crop appears to have yellowing foliage Farmers are concerned about the crop condition.
Bacterial Leaf Spot,I can see black lesions on leaves on the crop The affected young foliage look unhealthy.
Powdery Mildew,The affected plants are showing white powder on leaves.
Late Blight,The affected plants are showing water soaked leaf patches The problem is becoming more noticeable.
Leaf Curl,A noticeable problem is leaves folding along the edges The affected young leaves are showing damage.
Bacterial Leaf Spot,Recently the plants developed wet looking lesions on foliage The affected lower leaves are showing damage.
Rust,A noticeable problem is small orange fungal spots The plant is losing vigor.
Late Blight,Several plants have water soaked leaf patches Farmers are concerned about the crop condition.
Fungal Wilt,The crop appears to have leaves wilting gradually Plant growth is affected.
Downy Mildew,The plants have started showing pale yellow leaf lesions Affected leaves are becoming weak.
Downy Mildew,"During inspection, I found yellow areas between leaf veins Leaves are losing their healthy appearance."
Nutrient Deficiency,The field currently has plants with weak stems The plant is losing vigor.
Stem Borer,The crop condition includes frass coming from stem openings The symptoms are visible across several plants.
Leaf Curl,The leaves or stems show leaves rolling inward The problem is becoming more noticeable.
Late Blight,The plants currently have white fungal growth during humid weather The affected stems are showing damage.
Fusarium Wilt,The main symptom is brown vascular tissue The plant is losing vigor.
Sooty Mold,The crop shows sooty appearance on foliage The plant is losing vigor.
Bacterial Leaf Spot,I noticed wet looking lesions on foliage in the field The problem is becoming more noticeable.
Downy Mildew,The crop shows yellow patches on leaves The affected leaves are showing damage.
Sooty Mold,There are clear signs of gray black film on leaves Plant growth is affected.
Aphid Infestation,"During inspection, I found sticky honeydew on foliage The plant is losing vigor."
Late Blight,The plants are showing rotting leaves The symptoms are visible across several plants.
Stem Borer,"During inspection, I found sawdust near stem holes Plant growth is affected."
Damping Off,The crop condition includes young seedlings suddenly dying Plant growth is affected.
Stem Borer,The crop is developing insect tunnels inside stems The affected stems look unhealthy.
Aphid Infestation,The plants have started showing small insects sucking plant sap The affected stems are showing damage.
Late Blight,Recently the plants developed dark patches with pale edges The disease is spreading rapidly.
Bacterial Wilt,The plants have started showing vascular discoloration inside stems The plant does not recover after watering.
Bacterial Wilt,Recently the plants developed green leaves drooping rapidly Farmers are concerned about the crop condition.
Downy Mildew,The affected crop has yellow areas between leaf veins The plant is losing vigor.
Whitefly Infestation,The crop condition includes white insects under leaves The problem is becoming more noticeable.
Sooty Mold,The farmer noticed dark fungal layer on foliage yesterday The affected plant surfaces look unhealthy.
Nutrient Deficiency,"During inspection, I found young leaves remaining pale Plant growth is affected."
Nutrient Deficiency,Field inspection revealed slow plant growth.
Damping Off,The leaves or stems show soft stems near the soil The problem is visible on the young stems.
Damping Off,The crop is developing soft stems near the soil The affected seedling roots look unhealthy.
Nutrient Deficiency,The crop condition includes slow plant growth The plant is losing vigor.
Sooty Mold,Several plants have black soot like material The symptoms are visible across several plants.
Root Rot,Several plants have soft rotten roots The affected root tips look unhealthy.
Bacterial Wilt,A noticeable problem is green leaves drooping rapidly The affected leaves are showing damage.
Root Rot,The main symptom is plant easily pulling from soil The affected root tips are showing damage.
Leaf Blight,The crop shows dead tissue on foliage The affected leaf tips look unhealthy.
